Product_Name,Product_Type,Weather_Preference,States_Preference,Region_Preference,Soil_Moisture_%,Temperature_C,Humidity_%,Pest_Risk_%,Irrigation_Needed,Fertilizer_Required,Pest_Name,Pesticide_name 
Pineapple,Fruit Crop,Warm & Humid,"Kerala, Assam, WB",Coastal/Hills,49.5,27.7,79.4,29.5,Yes (Drip),"FYM, Potash, Zinc",Thrips,Cypermethrin
Grapes,Fruit Vine,Dry & Sunny,"MH, Karnataka",Semi-arid,28.4,27,50.2,24,Yes (Drip),"Potash, FYM, Zinc",Fruit Borer,Carbendazim
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,20,34.2,38.8,25.3,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Knol-Khol,Vegetable,Cool & Moist,"WB, Punjab, Karnataka",Hills/Plains,35.6,20.9,70.9,30.7,Yes (Frequent),"NPK, FYM",Stem Borer,Imidacloprid
Urad,Pulse Crop,Warm & Dry,"MP, UP, Maharashtra",Plains,26.4,30.9,47.2,24.2,Yes (Seasonal),"Urea, DAP, FYM",Mites,Malathion
Yam,Tuber Crop,Warm & Moist,"Kerala, WB, Odisha",Plains,36.3,27.6,70.6,30.2,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Spinosad
Urad,Pulse Crop,Warm & Dry,"MP, UP, Maharashtra",Plains,24.3,29.1,51,25.5,Yes (Seasonal),"Urea, DAP, FYM",Mites,Malathion
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,17.9,34.2,38.3,25.3,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,35,17,69.8,29.5,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Sunflower,Oilseed Crop,Warm & Dry,"Karnataka, MP, MH",Plains,30,25.6,54.5,24.1,Yes (Seasonal),"Urea, DAP, MOP",Leaf Miner,Fipronil
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,35.2,18.6,71.6,25.1,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Capsicum,Vegetable,Cool & Moist,"HP, Karnataka, Punjab",Hills/Plains,36.5,19.8,70.5,30.5,Yes (Frequent),"NPK, FYM",Leaf Miner,Lambda-cyhalothrin
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,27.9,28.1,54.3,25.3,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Green Peas,Pulse Crop,Cool & Moist,"UP, Punjab, WB",Plains,33.2,18.1,64.7,24.8,Yes (Seasonal),"Urea, DAP, FYM",Thrips,Carbendazim
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,33.3,17.5,70.6,30.1,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Garlic,Bulb Crop,Cool & Dry,"MP, Gujarat, Punjab",Plains,31.1,16.2,55.5,24.7,Yes (2–3 cycles),"Urea, DAP, MOP",Leaf Miner,Fipronil
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,25.5,26.3,48.8,24.9,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Peach,Fruit Tree,Temperate & Cool,"HP, J&K, Uttarakhand",Hills,23.3,17.8,61.2,25,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Spinosad
Knol-Khol,Vegetable,Cool & Moist,"WB, Punjab, Karnataka",Hills/Plains,35.9,20.4,68.7,30.8,Yes (Frequent),"NPK, FYM",Stem Borer,Imidacloprid
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,33.9,17.3,69.9,29.3,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,35.8,18.3,65.9,24.7,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,50.3,27,80.2,35.6,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Tomato,Vegetable,Warm & Semi-Humid,"Karnataka, AP, MP",Plains/Hills,39,24.1,70.9,50.7,Yes (Frequent),"NPK, Calcium, Boron",Armyworm,Lambda-cyhalothrin
Cucumber,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.8,28.3,69.7,34.9,Yes (Frequent),"NPK, FYM",Leaf Miner,Malathion
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,35.7,18.2,69.6,29.8,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Green Chili,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40,28.4,70.4,34.8,Yes (Frequent),"NPK, FYM",Mites,Malathion
Pineapple,Fruit Crop,Warm & Humid,"Kerala, Assam, WB",Coastal/Hills,49.2,27,81.5,29.9,Yes (Drip),"FYM, Potash, Zinc",Thrips,Cypermethrin
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,30.3,19.5,55.8,25.2,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Apple,Fruit Tree,Cold & Temperate,"HP, J&K, Uttarakhand",Hills,24.8,13.9,49.5,15,Yes (Drip),"FYM, Calcium, Boron",Cutworm,Malathion
Grapes,Fruit Vine,Dry & Sunny,"MH, Karnataka",Semi-arid,23.8,27.3,49.1,25,Yes (Drip),"Potash, FYM, Zinc",Fruit Borer,Carbendazim
Grapes,Fruit Vine,Dry & Sunny,"MH, Karnataka",Semi-arid,24.2,27.5,49.3,24.4,Yes (Drip),"Potash, FYM, Zinc",Fruit Borer,Carbendazim
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,28,15.4,59.4,24.3,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Soybean,Oilseed Crop,Warm & Moist,"MP, Maharashtra, Rajasthan",Coastal,33.8,28,65.9,30.2,Yes (Seasonal),"Urea, DAP, MOP",Aphids,Lambda-cyhalothrin
Kinnow,Fruit Tree,Cool & Dry,"Punjab, HP, Rajasthan",Subtropical,30,19.5,54.6,24.9,Yes (Drip),"FYM, Potash, Zinc",Leaf Miner,Mancozeb
Mustard,Oilseed Crop,Cool & Dry,"UP, Punjab, Rajasthan",Plains,29.8,19.4,52.5,24.1,Yes (2–3 cycles),"Urea, DAP, MOP",Mites,Mancozeb
Pumpkin,Vegetable,Warm & Dry,"UP, Bihar, WB",Plains,26.7,27.3,54.5,30.5,Yes (Seasonal),"NPK, FYM",Aphids,Fipronil
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,48.6,26.4,80.1,34.6,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Cucumber,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.9,26.8,70.1,34.8,Yes (Frequent),"NPK, FYM",Leaf Miner,Malathion
Grapes,Fruit Vine,Dry & Sunny,"MH, Karnataka",Semi-arid,25.1,27.8,51.2,25.8,Yes (Drip),"Potash, FYM, Zinc",Fruit Borer,Carbendazim
Lettuce,Leafy Veg,Cool & Moist,"WB, Karnataka, Punjab",Hills/Plains,34.7,17.9,68.2,25.3,Yes (Frequent),"NPK, FYM",Leaf Miner,Fipronil
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,49.6,30,78.7,39.8,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Orange,Fruit Tree,Warm & Dry,"Maharashtra, Punjab",Subtropical Hills,30.9,27.5,58.4,24,Yes (Drip),"FYM, Potash, Zinc",Cutworm,Mancozeb
Niger,Oilseed Crop,Dry & Sunny,"MP, Odisha, Chhattisgarh",Plains,23.8,24.9,51.9,24.9,Yes (Light),"FYM, Potash, Zinc",Cutworm,Spinosad
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,51,27.1,79.5,35.4,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,34.5,17.9,64.4,24.9,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,29.8,20.2,53.3,23.8,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Turnip,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains,35.5,17.3,70.3,25.3,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Fipronil
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,25.1,29.3,49.3,24.9,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Brinjal,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,38.8,28.1,71.9,35.4,Yes (Frequent),"NPK, FYM",Thrips,Imidacloprid
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,23.5,15,61,25.4,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,25.6,30.6,50.2,30.7,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Niger,Oilseed Crop,Dry & Sunny,"MP, Odisha, Chhattisgarh",Plains,23.8,25.1,48.4,25.4,Yes (Light),"FYM, Potash, Zinc",Cutworm,Spinosad
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,68.7,28.4,85.9,30.6,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Turnip,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains,32.7,17.5,70.3,24.5,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Fipronil
Okra,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.4,27.4,69.3,35.3,Yes (Frequent),"NPK, FYM",Armyworm,Imidacloprid
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,24.1,26.1,49.8,25.1,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Ginger,Spice Root,Warm & Moist,"Kerala, Assam, Odisha",Hills/Plains,51.3,27.5,79.4,34.1,Yes (Frequent),"FYM, Potash, Zinc",Leaf Miner,Cypermethrin
Pomegranate,Fruit Shrub,Dry & Sunny,"MH, Gujarat, AP",Semi-arid,23.3,30.9,49.8,19.2,Yes (Drip),"FYM, Potash, Boron",Mites,Imidacloprid
Radish,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,34.7,18,71.2,25.3,Yes (Frequent),"Urea, DAP, MOP",Cutworm,Cypermethrin
Custard Apple,Fruit Tree,Warm & Dry,"Maharashtra, Gujarat",Semi-arid,30.4,28.1,58.8,25.7,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Chana,Pulse Crop,Cool & Dry,"MP, Rajasthan, UP",Plains,29.5,19.9,54.9,24.6,Yes (Seasonal),"Urea, DAP, FYM",Armyworm,Lambda-cyhalothrin
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,23.1,26.4,49.4,25.5,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Orange,Fruit Tree,Warm & Dry,"Maharashtra, Punjab",Subtropical Hills,30,26.9,60.7,24.5,Yes (Drip),"FYM, Potash, Zinc",Cutworm,Mancozeb
Mulberry,Fruit Tree,Warm & Humid,"Karnataka, WB, TN",Tropical,39.3,27.6,68.7,29.7,Yes (Drip),"FYM, Potash, Zinc",Whitefly,Lambda-cyhalothrin
Litchi,Fruit Tree,Warm & Humid,"Bihar, WB, Assam",Subtropical Hills,49.4,27.7,78.6,29.9,Yes (Drip),"FYM, Potash, Boron",Armyworm,Thiamethoxam
Onion,Bulb Crop,Warm & Dry,"MH, Gujarat, Karnataka",Hills,28.3,24.5,55,33.7,Yes (Seasonal),"Urea, DAP, MOP",Mites,Cypermethrin
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),49.7,25,81.1,34.8,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Pomegranate,Fruit Shrub,Dry & Sunny,"MH, Gujarat, AP",Semi-arid,27.4,29.9,50,20.3,Yes (Drip),"FYM, Potash, Boron",Mites,Imidacloprid
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,32.3,17.5,64.3,25,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Okra,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.7,27.8,70.9,34.4,Yes (Frequent),"NPK, FYM",Armyworm,Imidacloprid
Apple,Fruit Tree,Cold & Temperate,"HP, J&K, Uttarakhand",Hills,25.9,15.3,51.1,14.5,Yes (Drip),"FYM, Calcium, Boron",Cutworm,Malathion
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,34.2,18.8,70.4,25.6,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Cucumber,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.5,28,70.4,34.8,Yes (Frequent),"NPK, FYM",Leaf Miner,Malathion
Cucumber,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,41,28.4,68.3,35.3,Yes (Frequent),"NPK, FYM",Leaf Miner,Malathion
Coriander Leaf,Leafy Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,25.2,20.6,55.5,24,Yes (Light),"FYM, Potash, Zinc",Mites,Imidacloprid
Guava,Fruit Tree,Warm & Humid,"UP, MH, Bihar",Tropical/Subtropical,38.4,25.5,70.3,29.4,Yes (Drip),"FYM, Potash, Zinc",Aphids,Carbendazim
Soybean,Oilseed Crop,Warm & Moist,"MP, Maharashtra, Rajasthan",Coastal,34.7,27.8,64.3,30.7,Yes (Seasonal),"Urea, DAP, MOP",Aphids,Lambda-cyhalothrin
Cherry,Fruit Tree,Cold & Temperate,"HP, J&K",Hills,25.7,13.7,62.4,25.6,Yes (Drip),"FYM, Potash, Boron",Thrips,Fipronil
Brinjal,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,38.9,27.3,70.2,34,Yes (Frequent),"NPK, FYM",Thrips,Imidacloprid
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,24.3,29.4,50.7,24.8,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Apple,Fruit Tree,Cold & Temperate,"HP, J&K, Uttarakhand",Hills,25.2,14.6,48.4,15.3,Yes (Drip),"FYM, Calcium, Boron",Cutworm,Malathion
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,25.1,20.3,54.6,20.3,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Radish,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,36.8,18.1,72.9,25.9,Yes (Frequent),"Urea, DAP, MOP",Cutworm,Cypermethrin
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,24.4,21.1,54.4,20.2,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Pomegranate,Fruit Shrub,Dry & Sunny,"MH, Gujarat, AP",Semi-arid,25.1,30.4,48.7,19.8,Yes (Drip),"FYM, Potash, Boron",Mites,Imidacloprid
Garlic,Bulb Crop,Cool & Dry,"MP, Gujarat, Punjab",Plains,30.4,16.3,54.3,25,Yes (2–3 cycles),"Urea, DAP, MOP",Leaf Miner,Fipronil
Lemon,Fruit Shrub,Warm & Humid,"TN, Kerala, MH",Tropical/Subtropical,38.5,25.8,70.4,30.2,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,27,27,48.3,24.8,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Bitter Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.1,27.9,68.9,34.9,Yes (Frequent),"NPK, FYM",Stem Borer,Malathion
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,31.1,19.6,54.2,25.1,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Sweet Potato,Tuber Crop,Warm & Moist,"Odisha, WB, Assam",Plains,34.8,28.3,69.7,29.7,Yes (Seasonal),"FYM, Potash, Zinc",Stem Borer,Lambda-cyhalothrin
Pomegranate,Fruit Shrub,Dry & Sunny,"MH, Gujarat, AP",Semi-arid,24.1,31.2,50.2,19.7,Yes (Drip),"FYM, Potash, Boron",Mites,Imidacloprid
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,34.8,17.2,70.4,24.6,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Capsicum,Vegetable,Cool & Moist,"HP, Karnataka, Punjab",Hills/Plains,36.4,19.1,70.8,30.1,Yes (Frequent),"NPK, FYM",Leaf Miner,Lambda-cyhalothrin
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,20.6,35.5,38.7,24.7,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,69.9,29.2,84.7,29.5,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Kinnow,Fruit Tree,Cool & Dry,"Punjab, HP, Rajasthan",Subtropical,30.4,20.5,54.3,24.2,Yes (Drip),"FYM, Potash, Zinc",Leaf Miner,Mancozeb
Tomato,Vegetable,Warm & Semi-Humid,"Karnataka, AP, MP",Plains/Hills,38.5,23.4,69.2,50.7,Yes (Frequent),"NPK, Calcium, Boron",Armyworm,Lambda-cyhalothrin
Knol-Khol,Vegetable,Cool & Moist,"WB, Punjab, Karnataka",Hills/Plains,32.5,20.5,69.9,30.4,Yes (Frequent),"NPK, FYM",Stem Borer,Imidacloprid
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,48,26.9,79.1,30.2,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,24.6,15.1,60.1,25,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,41.4,27.1,70.2,34.2,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,29.9,28.5,59.6,25.3,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Turnip,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains,33.7,18.1,71.4,24.9,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Fipronil
Soybean,Oilseed Crop,Warm & Moist,"MP, Maharashtra, Rajasthan",Coastal,34.9,28.4,64.8,29.7,Yes (Seasonal),"Urea, DAP, MOP",Aphids,Lambda-cyhalothrin
Lemon,Fruit Shrub,Warm & Humid,"TN, Kerala, MH",Tropical/Subtropical,40.3,24.6,70.4,29.5,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Onion,Bulb Crop,Warm & Dry,"MH, Gujarat, Karnataka",Hills,29.1,24.8,54.9,34.2,Yes (Seasonal),"Urea, DAP, MOP",Mites,Cypermethrin
Knol-Khol,Vegetable,Cool & Moist,"WB, Punjab, Karnataka",Hills/Plains,33.4,20.9,69,30.7,Yes (Frequent),"NPK, FYM",Stem Borer,Imidacloprid
Cabbage,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Arid/Semi-arid,34.6,17.8,69.4,30,Yes (Frequent),"NPK, FYM",Thrips,Mancozeb
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,35,16.9,68.6,30.2,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Beetroot,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,34.8,17.5,70.4,24.1,Yes (Frequent),"Urea, DAP, MOP",Fruit Borer,Thiamethoxam
Capsicum,Vegetable,Cool & Moist,"HP, Karnataka, Punjab",Hills/Plains,35.1,20.4,69.4,30.9,Yes (Frequent),"NPK, FYM",Leaf Miner,Lambda-cyhalothrin
Pineapple,Fruit Crop,Warm & Humid,"Kerala, Assam, WB",Coastal/Hills,47.9,27.1,79.2,29.4,Yes (Drip),"FYM, Potash, Zinc",Thrips,Cypermethrin
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,34.7,18.5,68.7,29.9,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Green Chili,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.3,27.4,69.7,34.8,Yes (Frequent),"NPK, FYM",Mites,Malathion
Spinach,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Plains,36.3,17.7,68.8,25.6,Yes (Frequent),"NPK, FYM",Fruit Borer,Fipronil
Coriander Leaf,Leafy Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,26.6,20,55.3,24.4,Yes (Light),"FYM, Potash, Zinc",Mites,Imidacloprid
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,25.4,29.6,50.4,25.3,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Sesame,Oilseed Crop,Warm & Dry,"Gujarat, Rajasthan",Semi-arid,24.2,30,49.7,24.5,Yes (Light),"FYM, Potash, Zinc",Cutworm,Cypermethrin
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.6,27.6,68.7,35.3,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Green Cardamom,Spice Crop,Humid & Shaded,"Kerala, Karnataka",Hills/Plains,51.1,24.5,79.4,35,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Chlorpyrifos
Custard Apple,Fruit Tree,Warm & Dry,"Maharashtra, Gujarat",Semi-arid,30.1,27.5,58.2,25.6,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Strawberry,Fruit Crop,Cool & Moist,"HP, J&K, Uttarakhand",Hills,35.7,17.3,69.9,29.2,Yes (Drip),"FYM, Potash, Boron",Mealybug,Imidacloprid
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),51.1,25,79.2,35.4,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,24.8,31.2,48.5,25.2,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Bitter Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.1,26.8,71.1,34.2,Yes (Frequent),"NPK, FYM",Stem Borer,Malathion
Spinach,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Plains,36.6,18.3,69.8,24.4,Yes (Frequent),"NPK, FYM",Fruit Borer,Fipronil
Sweet Potato,Tuber Crop,Warm & Moist,"Odisha, WB, Assam",Plains,37.6,27.2,70.1,30.1,Yes (Seasonal),"FYM, Potash, Zinc",Stem Borer,Lambda-cyhalothrin
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,29.5,21.8,55.1,25.1,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Plum,Fruit Tree,Cold & Temperate,"HP, J&K",Semi-arid,25.7,14.7,59.1,24.8,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Imidacloprid
Tomato,Vegetable,Warm & Semi-Humid,"Karnataka, AP, MP",Plains/Hills,39.6,24.6,71.6,49.7,Yes (Frequent),"NPK, Calcium, Boron",Armyworm,Lambda-cyhalothrin
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,24.8,20.1,56.3,20.8,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,24,31.5,50.9,30,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,31.1,27.4,54.7,25.1,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,30.8,26.8,54.6,26.2,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,35.7,17.9,71.4,30.3,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Papaya,Fruit Crop,Warm & Humid,"WB, TN, Kerala",Tropical,48.8,27.4,78.9,30.4,Yes (Drip),"FYM, Potash, Boron",Whitefly,Carbendazim
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,18.5,27,58.3,25.4,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Radish,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,36.2,17.4,70,24.9,Yes (Frequent),"Urea, DAP, MOP",Cutworm,Cypermethrin
Ridge Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.6,27.7,71.7,35.3,Yes (Frequent),"NPK, FYM",Cutworm,Thiamethoxam
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,49.1,30.4,79.3,40.2,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
French Bean,Pulse Crop,Warm & Moist,"Karnataka, MH, TN",Plains,36.6,23.8,65,29.8,Yes (Frequent),"NPK, FYM",Mites,Imidacloprid
Onion,Bulb Crop,Warm & Dry,"MH, Gujarat, Karnataka",Hills,28.4,25.4,57.3,33.9,Yes (Seasonal),"Urea, DAP, MOP",Mites,Cypermethrin
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),51.5,24.3,78.5,35.2,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,26.1,29.6,50.7,31,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Mulberry,Fruit Tree,Warm & Humid,"Karnataka, WB, TN",Tropical,40.7,27.1,70.2,28.9,Yes (Drip),"FYM, Potash, Zinc",Whitefly,Lambda-cyhalothrin
Sesame,Oilseed Crop,Warm & Dry,"Gujarat, Rajasthan",Semi-arid,24.1,30.9,50.4,24.8,Yes (Light),"FYM, Potash, Zinc",Cutworm,Cypermethrin
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),50.7,24.6,80.8,34.6,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Brinjal,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,38.9,27.8,69.8,34.2,Yes (Frequent),"NPK, FYM",Thrips,Imidacloprid
Colocasia,Tuber Crop,Warm & Moist,"WB, Odisha, Assam",Hills/Plains,52,26.7,79.7,35.1,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Malathion
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,23.9,29.9,49.7,25.3,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
